codgeo;nom;DEP;chomage;entrep;salary;DEP;Distance;
93059;Pierrefitte-sur-Seine;11,6;11,2;1075;11,6;93;0,108543674;
93063;Romainville;93;11,2;1110;13,9;93;0,094397083;
93064;Rosny-sous-Bois;93;11,2;1584;14,4;93;0,139159597;
93066;Saint-Denis;93;11,2;4502;12,7;93;0,076867725;
93070;Saint-Ouen;93;11,2;3249;14,5;93;0,058685372;
93071;Sevran;93;11,2;1169;12,3;93;0,20135316;
93072;Stains;93;11,2;1170;11,5;93;0,109672444;
93073;Tremblay-en-France;93;11,2;1924;14,6;93;0,240870802;
93074;Vaujours;14,8;11,2;344;14,8;93;0,245295058;
93077;Villemomble;93;11,2;1079;15,6;93;0,163188767;
93078;Villepinte;93;11,2;1348;13,3;93;0,215202588;
93079;Villetaneuse;11,3;11,2;447;11,3;93;0,103954721;
